cust_id,gender,age,province,religion,work_type,work_sector,tenure
66457,M,28,NOH,U,Self-employed,Retail,120
66458,M,25,ZUI,U,Full-time,Finance,84
66459,F,48,NOH,C,Full-time,Healthcare,177
66460,M,37,NOH,U,Full-time,Education,228
66461,M,47,NOH,C,Part-time,Education,47
66462,F,45,GEL,C,Part-time,Retail,173
66464,M,19,ZUI,U,Part-time,Retail,35
66465,F,30,NOB,O,Full-time,Manufacturing,121
66466,F,27,NOB,U,Unemployed,,108
66467,F,31,ZEE,C,Full-time,Manufacturing,119
66468,M,36,UTR,U,Part-time,Public Sector,38
66469,F,73,NOB,O,Retired,,189
66470,M,31,UTR,O,Self-employed,Technology,156
66471,M,39,GEL,U,Full-time,Public Sector,184
66472,M,30,OVE,U,Part-time,Public Sector,62
66473,F,22,NOB,M,Student,,45
66474,M,54,FLE,U,Full-time,Manufacturing,89
66476,F,57,OVE,M,Full-time,Technology,226
66477,M,43,UTR,O,Full-time,Healthcare,215
66478,F,66,NOB,C,Retired,,41
66480,M,66,ZUI,J,Retired,,243
66481,F,67,FRI,U,Retired,,130
66482,M,59,NOB,O,Part-time,Retail,242
66483,F,30,DRE,U,Self-employed,Public Sector,26
66484,F,45,UTR,U,Part-time,Retail,90
66485,F,21,NOB,J,Student,,40
66486,M,53,NOH,C,Full-time,Finance,209
66488,M,38,NOH,M,Full-time,Technology,40
66489,M,56,LIM,J,Full-time,Technology,170
66490,M,34,ZUI,C,Full-time,Finance,91
66492,M,21,NOB,U,Student,,36
66493,F,61,OVE,C,Unemployed,,122
66494,F,30,GEL,U,Full-time,Public Sector,139
66495,M,58,ZUI,U,Part-time,Healthcare,178
66496,M,62,ZEE,C,Full-time,Manufacturing,92
66497,F,67,NOB,O,Retired,,249
66498,M,28,NOH,M,Full-time,Public Sector,116
66499,F,54,LIM,U,Full-time,Manufacturing,105
66500,F,60,OVE,J,Full-time,Finance,154
66502,F,55,NOB,O,Full-time,Finance,46
66503,M,52,NOH,U,Part-time,Retail,269
66504,F,48,NOH,U,Part-time,Public Sector,177
66505,F,65,ZUI,U,Retired,,213
66506,F,47,UTR,U,Self-employed,Retail,74
66507,F,36,ZUI,U,Full-time,Retail,48
66508,M,30,NOH,C,Part-time,Education,144
66509,M,32,ZUI,M,Full-time,Manufacturing,168
66511,F,78,FRI,C,Retired,,322
66512,F,56,GEL,O,Self-employed,Technology,207
66513,M,46,OVE,C,Self-employed,Public Sector,194
66514,F,49,FRI,U,Full-time,Technology,213
66515,M,45,ZUI,C,Part-time,Retail,78
66516,F,77,DRE,O,Retired,,170
66517,M,29,ZUI,U,Full-time,Technology,132
66518,F,32,OVE,U,Part-time,Healthcare,71
66520,M,33,NOH,M,Full-time,Public Sector,119
66522,F,34,NOB,U,Full-time,Retail,192
66523,F,24,ZUI,M,Full-time,Public Sector,49
66524,M,57,GRO,C,Unemployed,,260
66526,M,39,GEL,M,Part-time,Education,44
66527,F,69,OVE,C,Retired,,205
66528,F,54,FRI,U,Full-time,Education,244
66530,M,33,ZUI,U,Full-time,Healthcare,81
66532,F,44,LIM,U,Full-time,Technology,41
66533,F,45,ZUI,J,Full-time,Technology,149
66534,F,65,UTR,C,Retired,,157
66535,M,75,OVE,M,Retired,,205
66537,M,53,UTR,U,Part-time,Retail,147
66538,M,69,ZEE,C,Retired,,326
66539,M,21,DRE,U,Full-time,Manufacturing,36
66540,F,34,GEL,U,Self-employed,Retail,94
66541,F,50,LIM,U,Unemployed,,237
66542,F,29,ZUI,M,Full-time,Technology,69
66543,M,72,ZEE,C,Self-employed,Retail,247
66544,M,54,ZUI,C,Part-time,Public Sector,67
66545,M,58,NOH,J,Part-time,Public Sector,223
66546,F,39,NOB,C,Unemployed,,153
66547,F,24,OVE,C,Full-time,Healthcare,72
66548,F,31,NOH,O,Part-time,Education,36
66550,M,45,GEL,C,Full-time,Healthcare,140
66551,F,49,DRE,M,Full-time,Technology,106
66553,F,28,LIM,C,Full-time,Education,120
66554,F,62,NOH,U,Part-time,Healthcare,181
66555,M,40,FRI,J,Full-time,Public Sector,86
66556,F,26,NOB,O,Full-time,Public Sector,96
66557,F,53,UTR,C,Part-time,Education,162
66558,F,21,LIM,C,Part-time,Technology,30
66559,M,31,NOH,C,Full-time,Finance,155
66560,F,49,UTR,O,Full-time,Retail,115
66561,M,45,NOH,O,Part-time,Healthcare,150
66562,M,33,FLE,U,Full-time,Public Sector,45
66563,F,39,NOH,M,Unemployed,,70
66564,M,74,NOB,C,Retired,,205
66565,F,51,NOH,U,Self-employed,Manufacturing,76
66566,M,52,NOH,C,Full-time,Healthcare,193
66569,M,23,NOH,U,Part-time,Technology,60
66570,F,25,ZEE,J,Self-employed,Manufacturing,49
66571,M,34,GEL,U,Unemployed,,192
66572,F,42,ZUI,J,Part-time,Technology,68
66573,M,42,NOB,O,Self-employed,Manufacturing,280
66574,F,51,GEL,U,Full-time,Healthcare,58
66575,M,49,FLE,M,Full-time,Public Sector,271
66576,F,48,FRI,C,Full-time,Manufacturing,272
66577,M,25,ZUI,O,Full-time,Retail,41
66578,M,43,ZUI,M,Self-employed,Public Sector,241
66579,F,19,FRI,C,Full-time,Public Sector,41
66580,M,37,OVE,O,Full-time,Healthcare,41
66581,F,44,ZUI,U,Full-time,Education,134
66582,M,45,DRE,U,Part-time,Retail,119
66583,F,72,ZUI,J,Full-time,Healthcare,175
66584,F,55,NOH,U,Part-time,Education,178
66586,M,27,ZEE,O,Unemployed,,108
66587,M,46,ZUI,M,Full-time,Manufacturing,26
66588,M,47,GEL,C,Full-time,Finance,148
66589,F,40,NOH,U,Full-time,Public Sector,190
66590,M,68,UTR,U,Retired,,178
66591,M,36,NOH,U,Full-time,Technology,73
66592,F,54,FRI,C,Full-time,Public Sector,220
66593,M,23,GEL,J,Full-time,Technology,58
66594,F,71,UTR,C,Retired,,231
66595,F,56,NOH,C,Self-employed,Manufacturing,207
66596,M,36,FRI,U,Part-time,Manufacturing,193
66597,M,49,NOH,U,Part-time,Healthcare,90
66598,M,58,GRO,O,Part-time,Retail,225
66599,F,38,GEL,U,Self-employed,Healthcare,149
66600,F,56,NOB,U,Part-time,Technology,183
66601,F,33,NOH,M,Full-time,Education,150
66602,F,25,LIM,C,Full-time,Finance,84
66603,M,77,NOH,U,Retired,,131
66604,M,64,NOH,O,Full-time,Technology,91
66605,M,66,GEL,C,Retired,,202
66606,F,25,ZUI,U,Full-time,Finance,64
66607,M,44,NOH,J,Part-time,Healthcare,224
66608,F,58,GEL,U,Unemployed,,236
66609,M,27,DRE,C,Full-time,Technology,108
66610,F,31,GEL,J,Full-time,Education,66
66611,F,29,ZUI,O,Full-time,Education,132
66612,F,43,NOH,U,Part-time,Healthcare,46
66613,F,27,OVE,U,Part-time,Public Sector,55
66614,M,19,FLE,C,Student,,22
66615,F,62,FRI,O,Full-time,Finance,145
66616,F,31,UTR,C,Part-time,Retail,79
66617,F,63,UTR,C,Part-time,Healthcare,151
66618,F,28,NOH,U,Full-time,Healthcare,120
66619,F,66,OVE,C,Retired,,207
66620,F,60,LIM,J,Self-employed,Healthcare,81
66621,F,27,ZUI,U,Part-time,Education,58
66622,F,23,ZUI,U,Full-time,Manufacturing,56
66623,M,31,GEL,C,Full-time,Finance,142
66624,F,45,ZUI,U,Full-time,Technology,250
66626,M,69,NOB,C,Retired,,99
66627,M,34,GEL,U,Part-time,Retail,190
66628,M,58,ZUI,U,Full-time,Manufacturing,239
66629,F,39,GEL,J,Full-time,Healthcare,145
66630,F,42,GEL,U,Full-time,Technology,96
66631,M,27,GEL,O,Full-time,Retail,78
66632,M,38,ZUI,M,Full-time,Technology,240
66634,M,30,DRE,U,Full-time,Technology,144
66635,M,54,ZUI,U,Full-time,Finance,283
66636,F,28,OVE,C,Full-time,Healthcare,120
66637,M,41,ZUI,U,Full-time,Public Sector,99
66638,F,46,ZUI,O,Full-time,Retail,50
66639,F,75,NOB,U,Retired,,222
66640,M,49,NOB,U,Full-time,Finance,197
66641,F,62,GEL,U,Unemployed,,274
66643,F,62,ZUI,C,Full-time,Finance,291
66644,M,65,NOH,J,Retired,,253
66645,F,34,ZUI,U,Self-employed,Education,192
66646,F,39,FRI,C,Unemployed,,77
66647,F,45,NOB,U,Self-employed,Retail,152
66649,M,67,GEL,C,Retired,,95
66651,M,60,NOH,U,Full-time,Education,212
66652,M,23,GEL,C,Full-time,Education,60
66653,M,32,ZUI,C,Part-time,Healthcare,168
66654,F,37,NOH,U,Full-time,Finance,106
66655,F,43,ZUI,C,Part-time,Finance,209
66658,M,70,FRI,C,Retired,,238
66659,M,40,NOH,C,Full-time,Public Sector,230
66660,F,39,NOB,C,Part-time,Healthcare,72
66662,F,64,ZUI,M,Part-time,Finance,199
66663,M,23,OVE,C,Full-time,Manufacturing,60
66664,M,50,ZUI,O,Full-time,Retail,182
66665,M,24,NOH,O,Self-employed,Healthcare,28
66666,M,47,ZUI,M,Part-time,Manufacturing,270
66667,F,39,NOH,O,Full-time,Healthcare,136
66668,M,28,NOB,O,Part-time,Public Sector,40
66669,M,37,LIM,U,Full-time,Finance,228
66670,M,27,GEL,O,Full-time,Finance,108
66671,M,48,NOB,U,Full-time,Manufacturing,138
66672,M,36,NOH,U,Full-time,Retail,208
66673,M,55,UTR,O,Full-time,Public Sector,98
66674,M,47,UTR,U,Full-time,Education,87
66675,M,53,NOB,C,Part-time,Healthcare,133
66676,M,20,OVE,O,Part-time,Education,33
66677,M,61,FRI,U,Part-time,Healthcare,255
66678,M,57,LIM,U,Full-time,Retail,152
66680,F,44,GEL,C,Unemployed,,69
66682,F,71,UTR,M,Retired,,241
66683,M,46,ZUI,J,Self-employed,Technology,223
66684,M,54,DRE,J,Full-time,Education,243
66685,M,64,ZUI,U,Full-time,Manufacturing,278
66686,F,57,NOB,U,Full-time,Technology,89
66688,F,26,UTR,M,Self-employed,Public Sector,96
66689,M,45,NOB,M,Part-time,Public Sector,117
66690,F,65,UTR,U,Retired,,252
66691,M,29,NOH,U,Part-time,Education,121
66692,F,33,NOH,U,Full-time,Technology,61
66693,M,50,DRE,J,Full-time,Healthcare,216
66694,M,53,GEL,O,Full-time,Retail,190
66695,M,34,NOH,U,Full-time,Technology,83
66696,F,21,GEL,U,Student,,39
66697,M,25,ZUI,U,Part-time,Healthcare,33
66698,M,46,NOB,O,Part-time,Healthcare,250
66699,M,36,UTR,O,Full-time,Manufacturing,33
66700,M,25,LIM,C,Full-time,Finance,84
66701,F,34,NOH,U,Full-time,Public Sector,171
66702,F,50,NOH,U,Full-time,Education,152
66704,F,37,FRI,C,Full-time,Technology,123
66706,M,53,LIM,O,Full-time,Finance,209
66707,F,29,NOH,U,Unemployed,,45
66708,M,30,NOH,M,Full-time,Finance,144
66709,F,47,ZUI,U,Part-time,Public Sector,93
66710,M,57,ZEE,C,Part-time,Retail,93
66712,F,30,LIM,M,Part-time,Technology,110
66713,F,54,NOH,C,Part-time,Retail,227
66714,F,31,GEL,M,Part-time,Education,156
66715,F,51,DRE,J,Part-time,Retail,219
66716,M,51,OVE,U,Full-time,Public Sector,254
66717,M,51,NOB,U,Full-time,Public Sector,191
66718,M,33,OVE,J,Full-time,Manufacturing,178
66719,F,63,LIM,U,Full-time,Public Sector,135
66720,F,25,ZUI,C,Full-time,Manufacturing,84
66721,F,56,DRE,O,Full-time,Finance,106
66722,F,65,DRE,J,Retired,,257
66723,F,24,OVE,J,Self-employed,Technology,34
66724,M,48,UTR,U,Full-time,Manufacturing,256
66725,M,34,NOH,J,Full-time,Finance,192
66726,F,45,NOB,O,Full-time,Healthcare,44
66729,F,61,GEL,C,Unemployed,,211
66730,M,61,DRE,U,Full-time,Education,95
66732,M,35,FLE,C,Full-time,Manufacturing,53
66733,M,39,ZUI,M,Full-time,Technology,183
66734,F,62,LIM,J,Full-time,Retail,214
66735,M,29,UTR,U,Part-time,Healthcare,132
66736,F,49,LIM,U,Full-time,Technology,51
66737,M,47,NOB,M,Full-time,Public Sector,69
66738,M,41,LIM,C,Full-time,Retail,184
66739,F,27,LIM,C,Part-time,Education,76
66740,F,24,GEL,C,Full-time,Technology,58
66741,F,33,NOB,C,Full-time,Education,65
66742,M,53,ZEE,U,Part-time,Retail,101
66743,F,57,GRO,U,Unemployed,,244
66744,F,63,LIM,C,Full-time,Healthcare,241
66745,F,29,ZUI,U,Part-time,Retail,99
66746,M,36,ZUI,M,Part-time,Retail,42
66747,M,61,FLE,M,Part-time,Retail,109
66748,M,45,OVE,M,Full-time,Public Sector,194
66749,M,45,NOH,O,Full-time,Retail,126
66750,F,24,FRI,U,Part-time,Education,72
66751,M,32,NOH,U,Full-time,Public Sector,168
66752,M,40,FRI,U,Full-time,Public Sector,143
66753,M,63,GEL,M,Full-time,Manufacturing,212
66754,M,36,NOB,C,Part-time,Education,195
66755,F,46,NOB,U,Full-time,Technology,203
66756,M,44,UTR,U,Full-time,Finance,146
66757,M,50,UTR,J,Part-time,Retail,94
66758,F,21,OVE,C,Unemployed,,36
66759,F,23,NOH,C,Full-time,Manufacturing,60
66762,F,54,NOH,O,Full-time,Finance,173
66763,M,62,GEL,J,Full-time,Finance,175
66764,M,42,GEL,U,Part-time,Retail,61
66766,F,59,OVE,C,Full-time,Technology,131
66767,F,25,GRO,C,Unemployed,,50
66768,M,51,NOH,J,Unemployed,,251
66770,F,39,ZUI,U,Self-employed,Public Sector,91
66771,F,51,GEL,C,Full-time,Education,186
66772,M,31,ZUI,C,Full-time,Public Sector,139
66773,F,36,NOH,O,Part-time,Healthcare,197
66774,F,57,ZUI,J,Full-time,Manufacturing,175
66775,F,47,GRO,C,Self-employed,Technology,77
66776,F,34,FLE,C,Part-time,Education,39
66779,F,31,ZUI,J,Self-employed,Technology,42
66780,M,41,DRE,M,Unemployed,,163
66781,F,34,ZUI,J,Self-employed,Public Sector,192
66782,F,31,NOH,J,Full-time,Education,156
66783,F,49,ZUI,J,Unemployed,,144
66784,M,49,ZUI,U,Full-time,Technology,99
66785,F,39,NOH,U,Part-time,Healthcare,221
66786,M,59,LIM,C,Part-time,Healthcare,229
66787,F,49,ZUI,C,Full-time,Finance,137
66788,M,40,NOH,U,Full-time,Healthcare,68
66789,M,39,NOB,U,Part-time,Public Sector,78
66790,M,29,ZUI,U,Full-time,Technology,132
66791,M,56,GEL,O,Part-time,Education,185
66792,F,43,NOH,C,Full-time,Education,144
66794,M,25,UTR,U,Full-time,Technology,84
66796,F,19,ZUI,U,Student,,31
66797,F,53,ZUI,U,Full-time,Education,121
66798,F,21,NOH,O,Student,,36
66799,F,37,GEL,O,Full-time,Technology,228
66800,M,32,NOH,C,Self-employed,Technology,47
66801,F,54,NOB,C,Unemployed,,166
66806,M,31,NOH,M,Part-time,Healthcare,156
66807,M,74,GEL,U,Retired,,179
66808,F,59,ZUI,U,Part-time,Retail,230
66809,F,42,GEL,C,Full-time,Technology,198
66810,F,38,GEL,J,Part-time,Retail,169
66811,M,22,NOB,M,Part-time,Public Sector,48
66812,F,67,ZUI,U,Retired,,68
66813,F,47,UTR,O,Full-time,Technology,115
66814,F,28,GEL,C,Full-time,Manufacturing,101
66815,M,67,ZUI,J,Retired,,305
66816,M,25,UTR,U,Full-time,Finance,84
66817,M,34,GEL,U,Full-time,Healthcare,162
66818,F,27,NOB,U,Full-time,Healthcare,108
66819,M,37,GEL,O,Full-time,Technology,166
66820,F,24,GEL,U,Full-time,Finance,72
66821,F,27,GRO,C,Part-time,Technology,83
66822,F,21,NOH,C,Student,,36
66823,F,33,NOH,C,Part-time,Finance,180
66824,F,30,ZUI,U,Full-time,Healthcare,58
66825,M,35,NOH,U,Full-time,Finance,75
66826,F,32,FRI,U,Full-time,Technology,93
66827,M,70,NOB,U,Retired,,170
66830,F,48,OVE,U,Self-employed,Technology,222
66831,M,33,ZUI,U,Part-time,Retail,64
66832,F,24,NOB,C,Unemployed,,42
66833,M,36,GEL,U,Full-time,Public Sector,144
66834,M,38,ZUI,U,Part-time,Retail,189
66835,F,65,NOB,C,Retired,,139
66836,M,43,GEL,U,Full-time,Retail,228
66837,M,77,UTR,O,Retired,,145
66838,M,22,UTR,C,Student,,48
66839,F,34,NOB,O,Part-time,Retail,24
66840,F,36,NOB,U,Part-time,Healthcare,161
66842,M,55,NOB,U,Self-employed,Manufacturing,149
66843,F,40,ZUI,C,Part-time,Technology,124
66844,M,50,FLE,U,Part-time,Education,248
66846,M,40,ZUI,C,Full-time,Healthcare,180
66847,F,26,NOH,C,Full-time,Finance,81
66848,M,24,NOH,C,Full-time,Technology,30
66849,M,65,ZUI,J,Retired,,45
66850,M,36,NOH,U,Self-employed,Retail,216
66852,M,63,ZUI,C,Part-time,Retail,240
66853,F,21,NOH,C,Student,,41
66854,F,64,LIM,C,Full-time,Healthcare,186
66855,F,65,NOB,U,Retired,,159
66856,M,34,NOB,C,Part-time,Finance,192
66857,M,29,NOH,C,Full-time,Healthcare,132
66858,F,58,UTR,O,Full-time,Finance,59
66859,F,55,GEL,M,Part-time,Healthcare,201
66861,F,67,ZEE,U,Retired,,137
66862,F,31,GEL,C,Full-time,Education,99
66863,M,26,FRI,M,Unemployed,,96
66864,M,22,NOB,C,Full-time,Public Sector,48
66865,F,29,NOH,U,Full-time,Public Sector,132
66866,F,52,LIM,U,Full-time,Finance,127
66867,M,55,LIM,U,Full-time,Manufacturing,91
66868,F,67,NOB,U,Retired,,254
66869,M,44,UTR,M,Full-time,Finance,180
66870,F,59,ZEE,C,Full-time,Manufacturing,183
66872,F,32,NOB,U,Full-time,Manufacturing,131
66873,M,65,ZUI,C,Retired,,146
66874,M,40,LIM,U,Full-time,Technology,61
66875,M,57,LIM,U,Full-time,Finance,186
66877,F,43,NOH,M,Full-time,Healthcare,107
66878,M,60,ZUI,J,Full-time,Healthcare,210
66879,F,38,FLE,C,Full-time,Healthcare,154
66880,F,44,ZUI,M,Full-time,Education,122
66881,F,34,FRI,U,Self-employed,Education,189
66882,F,62,FRI,U,Self-employed,Finance,171
66883,F,76,NOH,C,Retired,,212
66884,M,49,NOH,U,Part-time,Healthcare,220
66885,M,33,UTR,M,Full-time,Technology,53
66886,F,70,ZUI,U,Retired,,235
66887,M,58,NOB,C,Self-employed,Education,219
66888,M,30,OVE,C,Part-time,Manufacturing,128
66889,F,74,FRI,J,Retired,,218
66891,M,58,NOH,J,Part-time,Education,187
66892,F,63,GEL,U,Self-employed,Technology,197
66893,M,24,ZUI,U,Full-time,Healthcare,72
66896,M,28,NOB,J,Full-time,Finance,120
66898,F,58,OVE,C,Full-time,Public Sector,193
66900,M,53,ZUI,C,Part-time,Technology,245
66902,F,24,GEL,U,Unemployed,,72
66903,F,59,GEL,C,Full-time,Technology,93
66905,F,59,ZUI,U,Full-time,Technology,249
66906,M,19,NOH,J,Full-time,Retail,25
66907,M,71,UTR,U,Retired,,213
66908,M,76,NOH,U,Retired,,252
66909,M,65,NOB,U,Retired,,145
66910,M,26,NOH,C,Full-time,Technology,47
66911,F,46,NOB,O,Full-time,Education,226
66912,M,27,NOB,U,Full-time,Manufacturing,83
66913,F,21,UTR,U,Part-time,Education,26
66914,F,51,UTR,C,Unemployed,,167
66915,M,50,FRI,M,Full-time,Healthcare,216
66917,F,63,NOH,O,Part-time,Education,162
66918,F,19,OVE,U,Student,,42
66919,F,68,NOB,M,Retired,,314
66920,M,50,NOB,U,Unemployed,,215
66921,F,59,ZUI,U,Full-time,Public Sector,252
66922,M,35,ZUI,U,Part-time,Healthcare,76
66923,F,49,NOB,O,Full-time,Retail,115
66924,F,59,NOB,J,Self-employed,Technology,160
66925,M,58,NOH,U,Part-time,Public Sector,272
66926,M,34,GEL,O,Part-time,Technology,51
66927,M,26,NOH,U,Full-time,Finance,96
66929,F,33,GEL,U,Part-time,Healthcare,72
66930,F,21,ZUI,C,Student,,36
66931,F,43,NOH,O,Full-time,Manufacturing,85
66932,M,59,NOH,C,Full-time,Finance,68
66933,M,22,ZUI,J,Part-time,Healthcare,48
66934,F,64,NOH,O,Self-employed,Technology,126
66936,M,38,NOH,U,Full-time,Retail,63
66937,F,57,OVE,U,Full-time,Education,217
66938,F,55,GRO,U,Self-employed,Manufacturing,83
66939,F,30,NOB,M,Full-time,Healthcare,82
66940,M,61,ZUI,C,Self-employed,Public Sector,173
66941,F,46,GEL,U,Part-time,Technology,187
66942,F,42,ZUI,C,Full-time,Manufacturing,80
66943,F,57,ZUI,C,Full-time,Finance,251
66944,M,69,NOB,C,Retired,,222
66945,M,58,NOH,M,Full-time,Finance,208
66946,F,39,NOB,U,Full-time,Retail,252
66947,M,67,NOH,C,Retired,,189
66948,F,54,NOH,U,Full-time,Education,171
66949,F,50,UTR,M,Unemployed,,212
66950,F,29,ZUI,C,Part-time,Education,132
66952,F,60,ZUI,M,Full-time,Public Sector,219
66953,F,59,FLE,U,Part-time,Education,162
66954,F,48,ZUI,C,Full-time,Technology,114
66955,M,51,UTR,J,Full-time,Technology,118
66956,F,58,OVE,M,Full-time,Manufacturing,253
66957,M,43,ZUI,J,Full-time,Retail,220
66958,F,72,UTR,U,Retired,,285
66959,F,60,ZUI,U,Full-time,Education,121
66960,M,32,ZUI,C,Full-time,Technology,84
66961,M,47,NOB,C,Part-time,Public Sector,210
66962,F,57,ZUI,U,Full-time,Healthcare,178
66964,M,31,NOB,U,Full-time,Public Sector,156
66965,M,39,NOH,C,Full-time,Public Sector,184
66966,M,70,OVE,C,Retired,,172
66967,M,41,ZUI,U,Part-time,Education,174
66968,F,42,UTR,O,Full-time,Retail,206
66969,M,41,NOB,C,Full-time,Manufacturing,267
66970,F,22,NOH,C,Student,,48
66971,M,50,LIM,O,Full-time,Technology,276
66972,F,39,GRO,U,Full-time,Manufacturing,89
66973,M,38,GRO,C,Part-time,Education,78
66974,F,55,NOB,J,Full-time,Public Sector,170
66975,M,28,NOH,U,Full-time,Education,111
66976,F,43,UTR,M,Part-time,Healthcare,184
66977,F,68,FLE,J,Unemployed,,178
66978,F,40,NOH,U,Full-time,Finance,46
66979,M,32,UTR,U,Part-time,Technology,141
66980,F,69,ZUI,U,Retired,,262
66981,F,36,NOH,C,Full-time,Education,34
66982,F,73,NOH,U,Retired,,221
66983,M,23,GRO,U,Unemployed,,60
66984,M,51,ZUI,J,Part-time,Healthcare,124
66986,F,30,LIM,C,Full-time,Manufacturing,131
66987,M,60,NOB,U,Part-time,Retail,167
66989,F,69,ZUI,O,Retired,,252
66990,M,44,DRE,M,Unemployed,,213
66991,F,23,NOH,U,Part-time,Education,60
66992,M,63,LIM,M,Part-time,Healthcare,232
66993,M,38,NOB,C,Unemployed,,116
66994,M,56,FLE,C,Full-time,Finance,32
66995,M,31,LIM,U,Full-time,Healthcare,42
66996,F,53,LIM,U,Unemployed,,235
66997,M,30,NOH,U,Self-employed,Technology,23
66998,F,28,OVE,U,Full-time,Finance,120
66999,M,62,NOB,C,Full-time,Manufacturing,155
67000,F,37,GEL,C,Full-time,Education,116
67001,M,39,NOB,U,Part-time,Public Sector,90
67002,M,27,OVE,J,Part-time,Education,108
67003,M,29,ZUI,C,Part-time,Technology,84
67005,F,28,NOB,C,Unemployed,,47
67006,M,60,ZUI,O,Full-time,Manufacturing,148
67007,F,70,OVE,O,Retired,,26
67008,M,22,OVE,U,Unemployed,,48
67009,M,25,FLE,C,Full-time,Education,46
67010,M,37,DRE,J,Self-employed,Manufacturing,72
67012,M,54,ZUI,U,Self-employed,Technology,203
67015,M,54,NOB,U,Self-employed,Education,204
67016,F,35,LIM,U,Part-time,Healthcare,37
67019,M,20,NOB,U,Part-time,Education,31
67021,M,50,OVE,O,Full-time,Manufacturing,251
67022,M,44,ZUI,M,Full-time,Manufacturing,207
67023,F,29,ZUI,U,Full-time,Retail,52
67025,M,58,GRO,M,Unemployed,,148
67026,F,41,NOB,U,Full-time,Finance,36
67027,M,65,FRI,U,Retired,,194
67028,F,29,NOH,U,Part-time,Public Sector,132
67029,M,71,ZUI,U,Retired,,126
67030,M,30,ZUI,U,Full-time,Technology,63
67032,F,65,UTR,M,Retired,,249
67033,F,54,OVE,U,Full-time,Technology,171
67034,F,60,OVE,J,Part-time,Retail,310
67036,M,27,NOB,U,Full-time,Public Sector,40
67037,M,36,LIM,C,Part-time,Retail,25
67039,M,68,NOB,J,Retired,,65
67040,M,60,OVE,U,Part-time,Public Sector,109
67041,M,71,NOH,C,Part-time,Retail,127
67042,F,57,NOH,C,Full-time,Healthcare,262
67043,F,30,ZUI,U,Full-time,Manufacturing,42
67044,F,45,GRO,U,Self-employed,Manufacturing,111
67045,M,47,UTR,C,Full-time,Healthcare,160
67046,M,61,NOH,U,Full-time,Retail,172
67047,F,61,NOH,U,Part-time,Retail,81
67048,F,70,OVE,M,Retired,,271
67049,M,71,OVE,O,Retired,,212
67050,F,43,FLE,U,Self-employed,Education,234
67052,F,49,ZUI,M,Part-time,Healthcare,89
67053,F,60,ZUI,O,Unemployed,,204
67054,M,61,NOH,U,Full-time,Technology,237
67055,F,45,OVE,C,Full-time,Manufacturing,164
67056,M,29,NOH,U,Full-time,Healthcare,132
67057,M,36,NOB,J,Self-employed,Manufacturing,27
67058,F,27,UTR,U,Unemployed,,27
67060,M,69,NOH,U,Retired,,214
67061,M,35,NOH,C,Part-time,Retail,67
67062,F,62,OVE,M,Full-time,Healthcare,147
67063,F,35,UTR,U,Self-employed,Technology,52
67064,M,52,GEL,C,Full-time,Healthcare,197
67065,F,46,ZUI,O,Part-time,Retail,170
67066,M,29,NOH,J,Full-time,Manufacturing,132
67067,M,68,ZUI,M,Retired,,245
67068,M,41,ZEE,O,Self-employed,Education,78
67069,M,42,NOH,J,Full-time,Technology,216
67070,F,29,NOB,M,Full-time,Technology,78
67071,M,32,OVE,O,Full-time,Healthcare,168
67072,M,30,FLE,J,Full-time,Retail,105
67073,M,47,NOB,C,Full-time,Manufacturing,188
67075,M,52,NOB,C,Full-time,Technology,99
67076,F,23,ZUI,U,Part-time,Retail,60
67077,F,66,NOB,U,Retired,,204
67078,M,41,ZUI,M,Self-employed,Manufacturing,161
67079,M,36,ZUI,C,Full-time,Finance,166
67080,M,23,ZUI,M,Part-time,Education,35
67081,M,22,ZUI,O,Student,,48
67082,F,26,DRE,C,Self-employed,Technology,94
67084,F,53,ZUI,U,Part-time,Public Sector,175
67085,M,48,UTR,C,Full-time,Education,213
67087,F,32,ZUI,U,Full-time,Finance,158
67088,M,19,ZUI,C,Student,,21
67090,M,28,NOH,C,Part-time,Healthcare,42
67091,M,27,ZUI,M,Part-time,Retail,108
67092,M,42,ZUI,U,Self-employed,Finance,232
67093,M,33,GEL,U,Full-time,Healthcare,90
67094,F,46,NOB,U,Part-time,Education,26
67095,M,52,GEL,C,Self-employed,Manufacturing,235
67096,M,60,NOH,C,Part-time,Retail,234
67097,M,30,NOH,C,Full-time,Education,49
67099,M,23,NOH,U,Part-time,Education,60
67100,F,25,UTR,J,Part-time,Education,84
67101,M,48,GRO,O,Part-time,Public Sector,84
67102,F,46,NOB,U,Full-time,Education,46
67103,F,23,NOB,M,Full-time,Healthcare,60
67104,M,43,NOH,U,Part-time,Education,248
67105,F,55,LIM,M,Part-time,Public Sector,40
67106,F,51,NOB,C,Self-employed,Education,52
67107,M,56,FRI,C,Full-time,Public Sector,143
67108,F,54,FLE,U,Full-time,Education,53
67109,F,40,ZUI,J,Part-time,Technology,146
67110,M,47,ZUI,U,Unemployed,,82
67111,F,66,NOH,O,Retired,,198
67112,F,33,ZUI,U,Full-time,Public Sector,180
67113,F,21,OVE,U,Student,,40
67114,F,26,NOH,C,Full-time,Manufacturing,96
67115,M,24,ZUI,J,Full-time,Public Sector,70
67116,M,56,DRE,C,Unemployed,,26
67117,M,32,NOH,U,Part-time,Education,168
67118,F,63,NOH,J,Full-time,Healthcare,67
67119,F,34,OVE,C,Unemployed,,105
