cust_id,gender,age,province,religion,work_type,work_sector,tenure,work_sector_missing
39209,M,23,GEL,C,Full-time,Education,60,False
39210,M,50,LIM,M,Part-time,Education,265,False
39211,M,62,GEL,U,Full-time,Technology,136,False
39212,M,23,FRI,U,Part-time,Retail,60,False
39213,F,45,GEL,U,Part-time,Manufacturing,210,False
39214,F,37,ZUI,U,Full-time,Manufacturing,196,False
39215,M,45,NOB,U,Full-time,Technology,57,False
39216,M,30,NOH,U,Full-time,Manufacturing,60,False
39217,M,40,ZUI,U,Full-time,Retail,142,False
39218,M,36,UTR,C,Self-employed,Technology,69,False
39219,M,47,LIM,C,Full-time,Manufacturing,208,False
39220,M,41,OVE,M,Part-time,Retail,23,False
39221,F,24,OVE,C,Full-time,Healthcare,47,False
39222,M,56,NOH,O,Part-time,Finance,228,False
39223,F,52,OVE,J,Part-time,Retail,219,False
39224,F,34,GEL,O,Full-time,Public Sector,49,False
39226,F,55,OVE,U,Full-time,Technology,157,False
39227,F,67,GEL,J,Retired,Not Applicable,253,True
39228,F,48,GEL,M,Full-time,Technology,217,False
39229,F,33,NOB,U,Unemployed,Not Applicable,23,True
39230,M,29,GRO,U,Full-time,Technology,132,False
39231,M,19,LIM,C,Part-time,Technology,26,False
39232,M,60,LIM,U,Full-time,Healthcare,55,False
39233,M,42,OVE,U,Full-time,Public Sector,142,False
39234,F,30,ZUI,C,Full-time,Public Sector,144,False
39235,F,63,UTR,C,Full-time,Retail,85,False
39236,M,54,UTR,O,Full-time,Public Sector,258,False
39237,M,51,OVE,C,Full-time,Technology,233,False
39238,M,31,NOB,C,Part-time,Public Sector,71,False
39239,M,20,NOH,U,Unemployed,Not Applicable,24,True
39240,M,55,FRI,C,Part-time,Healthcare,252,False
39241,M,31,GEL,C,Full-time,Manufacturing,52,False
39242,M,26,ZEE,J,Full-time,Technology,51,False
39243,F,49,UTR,U,Unemployed,Not Applicable,40,True
39244,M,24,ZUI,C,Full-time,Manufacturing,72,False
39245,F,24,ZUI,C,Full-time,Retail,72,False
39246,F,49,NOH,J,Full-time,Healthcare,207,False
39247,F,61,NOH,O,Full-time,Technology,229,False
39248,M,53,NOH,U,Full-time,Manufacturing,75,False
39249,M,28,FRI,C,Part-time,Public Sector,49,False
39250,M,35,ZUI,M,Full-time,Technology,204,False
39252,M,49,NOH,J,Full-time,Retail,274,False
39253,F,21,NOB,C,Part-time,Retail,36,False
39254,F,29,NOB,U,Full-time,Finance,95,False
39255,M,56,ZEE,U,Self-employed,Public Sector,59,False
39256,F,40,GEL,C,Part-time,Public Sector,49,False
39257,F,26,FLE,C,Full-time,Retail,96,False
39258,M,36,NOB,U,Full-time,Technology,36,False
39259,F,35,FRI,U,Part-time,Education,78,False
39262,M,63,FLE,C,Full-time,Technology,193,False
39263,M,30,NOH,O,Unemployed,Not Applicable,74,True
39264,M,53,NOH,O,Part-time,Retail,74,False
39265,F,41,GEL,C,Full-time,Finance,176,False
39266,F,55,FLE,J,Part-time,Retail,217,False
39267,F,27,ZUI,U,Full-time,Public Sector,108,False
39268,F,31,ZUI,C,Full-time,Healthcare,156,False
39269,M,24,UTR,U,Unemployed,Not Applicable,72,True
39271,F,60,ZUI,M,Part-time,Technology,193,False
39272,F,65,OVE,O,Retired,Not Applicable,177,True
39273,M,53,ZUI,J,Part-time,Technology,261,False
39274,M,63,GEL,C,Full-time,Retail,206,False
39275,F,29,NOH,M,Part-time,Manufacturing,132,False
39277,M,28,LIM,O,Unemployed,Not Applicable,51,True
39278,M,22,ZUI,U,Student,Education,34,True
39279,M,45,GEL,M,Full-time,Manufacturing,107,False
39280,M,55,ZUI,U,Full-time,Education,249,False
39281,F,27,NOB,J,Unemployed,Not Applicable,108,True
39282,M,45,ZUI,U,Full-time,Finance,235,False
39283,F,52,ZEE,U,Self-employed,Technology,66,False
39284,F,35,NOB,M,Full-time,Technology,49,False
39285,M,53,ZUI,U,Full-time,Education,100,False
39286,F,47,ZUI,U,Full-time,Manufacturing,68,False
39287,F,73,ZUI,C,Retired,Not Applicable,230,True
39288,F,28,ZUI,J,Full-time,Manufacturing,120,False
39289,F,25,NOH,U,Full-time,Retail,84,False
39290,F,62,ZUI,J,Unemployed,Not Applicable,241,True
39292,F,23,UTR,J,Full-time,Finance,45,False
39293,F,43,NOB,C,Part-time,Education,26,False
39294,F,55,GEL,C,Full-time,Technology,247,False
39295,M,23,NOH,U,Part-time,Manufacturing,37,False
39296,F,72,UTR,U,Retired,Not Applicable,220,True
39297,M,60,GEL,U,Self-employed,Public Sector,219,False
39298,F,23,NOB,U,Full-time,Education,60,False
39299,F,38,ZUI,U,Full-time,Finance,123,False
39300,F,66,LIM,U,Retired,Not Applicable,106,True
39301,F,68,NOB,M,Retired,Not Applicable,255,True
39302,F,45,ZEE,C,Full-time,Healthcare,188,False
39303,F,35,OVE,O,Full-time,Technology,36,False
39304,M,20,ZUI,U,Part-time,Retail,27,False
39305,F,41,NOB,U,Part-time,Technology,79,False
39306,M,46,FRI,C,Full-time,Finance,259,False
39307,M,30,ZUI,U,Part-time,Retail,59,False
39308,F,31,ZUI,M,Full-time,Manufacturing,156,False
39309,F,32,NOH,C,Part-time,Public Sector,142,False
39311,F,48,GEL,C,Unemployed,Not Applicable,190,True
39312,M,38,ZUI,U,Full-time,Healthcare,40,False
39313,F,73,NOB,U,Full-time,Healthcare,175,False
39314,F,47,ZUI,C,Part-time,Retail,62,False
39315,M,40,FLE,U,Full-time,Education,167,False
39317,M,42,UTR,U,Full-time,Public Sector,183,False
39318,F,19,OVE,C,Full-time,Technology,31,False
39319,M,53,UTR,U,Full-time,Healthcare,70,False
39320,M,41,ZUI,M,Self-employed,Technology,188,False
39321,M,40,ZUI,U,Full-time,Finance,82,False
39322,F,30,LIM,U,Full-time,Retail,144,False
39323,F,55,ZUI,U,Full-time,Education,226,False
39324,F,37,NOB,U,Full-time,Technology,58,False
39325,M,29,ZUI,U,Part-time,Healthcare,132,False
39326,F,58,NOH,U,Part-time,Retail,244,False
39327,M,20,ZUI,U,Student,Education,39,True
39328,F,62,DRE,U,Full-time,Healthcare,234,False
39329,F,55,ZEE,M,Full-time,Healthcare,38,False
39330,F,50,ZUI,J,Full-time,Education,180,False
39331,F,23,GRO,U,Part-time,Education,60,False
39332,M,63,NOB,U,Part-time,Retail,65,False
39333,F,65,GEL,C,Retired,Not Applicable,77,True
39335,M,48,ZUI,J,Self-employed,Manufacturing,36,False
39337,F,33,GEL,O,Full-time,Finance,120,False
39338,M,37,ZUI,U,Unemployed,Not Applicable,29,True
39340,M,32,ZUI,C,Unemployed,Not Applicable,34,True
39341,F,56,ZUI,M,Full-time,Retail,85,False
39342,F,64,GEL,J,Full-time,Healthcare,243,False
39343,M,38,NOH,U,Part-time,Education,127,False
39344,F,56,UTR,C,Part-time,Education,81,False
39345,M,47,ZUI,U,Full-time,Technology,208,False
39346,F,41,FRI,U,Full-time,Retail,110,False
39347,M,19,NOB,C,Student,Education,21,True
39348,M,48,LIM,U,Self-employed,Technology,193,False
39351,M,56,FLE,M,Self-employed,Manufacturing,121,False
39352,F,42,ZUI,M,Self-employed,Manufacturing,52,False
39353,F,55,NOH,J,Full-time,Public Sector,212,False
39354,M,48,NOB,U,Part-time,Healthcare,157,False
39355,F,45,OVE,U,Full-time,Manufacturing,251,False
39356,M,37,NOB,U,Full-time,Public Sector,130,False
39357,F,47,ZUI,C,Self-employed,Finance,139,False
39358,F,48,NOB,C,Part-time,Public Sector,33,False
39359,M,20,NOB,U,Student,Education,25,True
39360,M,35,NOH,C,Full-time,Education,38,False
39361,M,31,NOB,C,Full-time,Retail,156,False
39362,M,42,ZUI,U,Part-time,Education,170,False
39363,F,38,OVE,C,Full-time,Manufacturing,233,False
39364,F,48,NOH,C,Full-time,Technology,127,False
39365,F,25,GRO,J,Self-employed,Retail,83,False
39366,F,22,DRE,C,Full-time,Finance,27,False
39367,M,38,ZUI,U,Full-time,Retail,129,False
39368,F,29,ZUI,C,Full-time,Manufacturing,132,False
39369,M,39,NOH,M,Full-time,Manufacturing,167,False
39370,F,41,FLE,U,Full-time,Public Sector,276,False
39371,F,67,ZEE,M,Retired,Not Applicable,304,True
39372,M,21,FRI,U,Unemployed,Not Applicable,36,True
39373,M,29,NOH,C,Full-time,Education,63,False
39375,F,46,NOH,O,Full-time,Technology,167,False
39376,M,24,GEL,C,Self-employed,Retail,72,False
39377,M,24,GRO,C,Full-time,Technology,72,False
39378,F,64,NOH,U,Part-time,Education,114,False
39379,M,63,ZUI,U,Part-time,Education,180,False
39380,F,36,NOH,C,Full-time,Finance,199,False
39381,M,48,ZUI,C,Full-time,Retail,116,False
39382,M,37,NOH,U,Self-employed,Manufacturing,69,False
39383,M,56,UTR,O,Full-time,Public Sector,218,False
39384,F,33,NOH,U,Full-time,Healthcare,84,False
39385,M,57,UTR,C,Part-time,Retail,159,False
39386,M,49,NOH,C,Part-time,Public Sector,37,False
39387,F,38,FRI,C,Full-time,Education,87,False
39388,F,39,GEL,C,Full-time,Technology,103,False
39389,F,46,GEL,U,Full-time,Education,47,False
39390,M,34,ZUI,O,Part-time,Manufacturing,190,False
39391,F,22,NOH,C,Part-time,Public Sector,48,False
39392,F,53,GEL,C,Self-employed,Healthcare,223,False
39393,M,50,ZUI,C,Part-time,Public Sector,247,False
39394,M,46,UTR,U,Full-time,Manufacturing,48,False
39395,F,35,NOH,M,Full-time,Manufacturing,157,False
39396,M,20,OVE,C,Student,Education,27,True
39397,M,31,ZEE,C,Full-time,Manufacturing,137,False
39399,F,28,DRE,M,Full-time,Finance,101,False
39401,M,29,ZUI,J,Full-time,Technology,68,False
39402,M,44,NOB,U,Full-time,Education,266,False
39403,M,68,NOH,J,Retired,Not Applicable,136,True
39404,M,21,NOB,U,Student,Education,37,True
39405,M,62,ZUI,C,Part-time,Education,172,False
39406,F,30,ZUI,U,Full-time,Technology,45,False
39407,F,65,LIM,U,Retired,Not Applicable,167,True
39408,M,62,NOB,U,Full-time,Manufacturing,248,False
39409,F,36,FRI,U,Part-time,Retail,204,False
39410,F,36,NOB,U,Full-time,Finance,216,False
39411,F,51,ZUI,C,Unemployed,Not Applicable,87,True
39412,F,29,GEL,U,Self-employed,Manufacturing,103,False
39413,F,49,OVE,M,Part-time,Retail,119,False
39414,F,62,FRI,U,Part-time,Healthcare,203,False
39415,M,54,GEL,U,Full-time,Healthcare,179,False
39416,M,36,NOH,C,Full-time,Finance,65,False
39417,F,26,ZUI,U,Part-time,Technology,74,False
39418,M,50,FRI,U,Self-employed,Manufacturing,179,False
39419,M,51,NOH,O,Unemployed,Not Applicable,255,True
39420,F,29,ZUI,U,Part-time,Public Sector,63,False
39421,M,26,GEL,M,Part-time,Education,96,False
39423,M,49,OVE,U,Full-time,Manufacturing,101,False
39425,M,52,NOB,J,Full-time,Healthcare,209,False
39426,F,33,FRI,U,Part-time,Education,54,False
39427,M,45,GRO,J,Self-employed,Finance,177,False
39428,M,26,ZUI,U,Self-employed,Finance,96,False
39429,F,57,ZUI,U,Self-employed,Manufacturing,264,False
39430,M,61,ZUI,C,Full-time,Healthcare,116,False
39431,F,63,FRI,C,Part-time,Education,107,False
39432,F,54,NOH,U,Part-time,Healthcare,61,False
39433,F,69,DRE,U,Retired,Not Applicable,133,True
39434,M,51,NOH,M,Full-time,Technology,183,False
39435,F,74,ZUI,U,Retired,Not Applicable,194,True
39436,F,51,OVE,C,Full-time,Manufacturing,89,False
39437,F,34,ZUI,C,Part-time,Public Sector,142,False
39438,M,32,LIM,C,Self-employed,Healthcare,63,False
39439,M,75,NOB,U,Retired,Not Applicable,152,True
39440,M,56,NOH,C,Full-time,Technology,232,False
39441,M,47,DRE,U,Full-time,Manufacturing,229,False
39442,M,45,GEL,U,Full-time,Retail,168,False
39443,F,33,GEL,C,Part-time,Technology,66,False
39444,M,55,ZUI,O,Full-time,Healthcare,52,False
39445,M,66,UTR,U,Retired,Not Applicable,251,True
39446,M,53,FLE,U,Self-employed,Technology,53,False
39447,M,50,ZUI,C,Full-time,Technology,220,False
39448,F,36,NOH,U,Part-time,Healthcare,58,False
39449,M,51,GEL,C,Self-employed,Technology,159,False
39450,M,53,NOB,O,Part-time,Retail,183,False
39451,F,44,ZUI,O,Self-employed,Manufacturing,183,False
39452,M,69,FRI,U,Retired,Not Applicable,238,True
39453,M,55,ZUI,C,Full-time,Technology,28,False
39454,F,25,OVE,O,Full-time,Healthcare,78,False
39455,M,55,GEL,U,Full-time,Retail,159,False
39456,M,63,NOB,C,Full-time,Technology,290,False
39458,M,42,NOB,U,Part-time,Public Sector,32,False
39459,F,41,ZUI,U,Full-time,Public Sector,273,False
39460,M,34,NOB,O,Full-time,Public Sector,138,False
39461,M,39,NOH,M,Part-time,Technology,65,False
39462,F,36,ZUI,U,Full-time,Healthcare,52,False
39465,F,56,NOH,J,Full-time,Retail,67,False
39466,F,35,NOH,C,Part-time,Education,134,False
39467,M,33,OVE,J,Full-time,Education,90,False
39468,F,20,ZUI,U,Unemployed,Not Applicable,27,True
39469,F,21,FLE,U,Full-time,Public Sector,36,False
39471,M,50,NOH,U,Part-time,Retail,90,False
39472,M,54,ZEE,C,Part-time,Public Sector,232,False
39473,M,52,UTR,U,Part-time,Healthcare,118,False
39474,M,59,ZUI,U,Full-time,Finance,222,False
39475,F,28,UTR,O,Part-time,Manufacturing,120,False
39476,F,60,GEL,J,Full-time,Public Sector,267,False
39477,F,41,NOB,C,Full-time,Finance,229,False
39478,M,30,NOH,J,Full-time,Retail,144,False
39480,M,58,NOH,O,Full-time,Manufacturing,271,False
39482,M,25,ZUI,C,Full-time,Retail,84,False
39483,M,33,GEL,C,Full-time,Education,48,False
39484,F,48,LIM,J,Full-time,Technology,261,False
39485,M,40,GEL,C,Full-time,Manufacturing,209,False
39486,F,30,GEL,U,Self-employed,Technology,63,False
39488,M,54,DRE,U,Full-time,Public Sector,165,False
39489,F,52,ZUI,C,Part-time,Retail,231,False
39490,M,19,GRO,O,Part-time,Retail,21,False
39491,F,25,NOH,C,Full-time,Manufacturing,38,False
39492,F,37,ZUI,J,Unemployed,Not Applicable,210,True
39493,M,58,GRO,M,Full-time,Finance,239,False
39494,F,61,UTR,U,Self-employed,Technology,227,False
39495,F,56,NOB,M,Part-time,Technology,181,False
39497,M,64,NOH,U,Full-time,Education,77,False
39498,M,33,ZUI,C,Part-time,Retail,49,False
39499,F,22,ZEE,J,Student,Education,48,True
39501,F,31,GRO,C,Self-employed,Manufacturing,131,False
39502,M,50,OVE,J,Full-time,Manufacturing,161,False
39503,F,44,UTR,U,Full-time,Education,99,False
39504,F,30,ZEE,M,Part-time,Healthcare,55,False
39505,F,50,OVE,U,Full-time,Technology,261,False
39506,M,43,FRI,C,Full-time,Public Sector,159,False
39507,M,49,FLE,C,Part-time,Retail,134,False
39508,F,53,NOB,C,Full-time,Finance,222,False
39509,F,54,NOH,U,Self-employed,Technology,208,False
39510,M,38,NOB,U,Unemployed,Not Applicable,146,True
39512,M,20,ZUI,C,Full-time,Healthcare,34,False
39513,F,75,NOH,C,Retired,Not Applicable,188,True
39516,F,54,NOH,C,Full-time,Manufacturing,155,False
39517,M,40,NOB,C,Full-time,Retail,217,False
39518,M,37,UTR,O,Full-time,Finance,147,False
39519,M,22,GEL,O,Student,Education,48,True
39520,F,23,LIM,U,Full-time,Finance,51,False
39522,F,50,ZUI,U,Full-time,Manufacturing,174,False
39523,M,35,NOB,C,Full-time,Manufacturing,84,False
39524,M,36,NOH,U,Full-time,Finance,201,False
39525,F,25,NOB,U,Self-employed,Manufacturing,84,False
39526,M,51,NOB,U,Part-time,Technology,176,False
39527,M,30,NOH,U,Full-time,Manufacturing,54,False
39528,F,35,DRE,C,Full-time,Finance,133,False
39530,F,67,ZUI,U,Retired,Not Applicable,120,True
39531,F,33,ZUI,U,Part-time,Retail,40,False
39532,F,25,NOB,J,Full-time,Manufacturing,61,False
39533,F,27,NOB,J,Full-time,Technology,108,False
39534,M,53,NOH,J,Full-time,Healthcare,112,False
39535,F,42,ZUI,U,Full-time,Education,57,False
39536,M,44,FLE,U,Full-time,Finance,94,False
39537,M,47,ZUI,U,Part-time,Manufacturing,195,False
39538,F,36,FLE,U,Full-time,Public Sector,216,False
39539,M,24,ZEE,U,Part-time,Healthcare,72,False
39540,M,60,DRE,J,Part-time,Technology,179,False
39541,M,48,GEL,O,Part-time,Technology,126,False
39542,F,24,NOB,J,Part-time,Healthcare,72,False
39543,F,70,ZUI,M,Retired,Not Applicable,232,True
39545,F,49,UTR,C,Part-time,Public Sector,45,False
39546,F,41,GEL,M,Part-time,Healthcare,59,False
39547,F,28,ZUI,O,Full-time,Education,103,False
39548,F,36,LIM,C,Self-employed,Retail,44,False
39549,F,52,FRI,U,Self-employed,Public Sector,98,False
39550,M,40,UTR,U,Part-time,Education,43,False
39551,M,52,OVE,C,Full-time,Healthcare,280,False
39553,M,48,LIM,U,Part-time,Retail,189,False
39555,F,35,GEL,O,Full-time,Finance,53,False
39556,M,68,NOB,C,Retired,Not Applicable,283,True
39559,F,25,LIM,C,Full-time,Retail,84,False
39560,F,51,GEL,U,Part-time,Retail,101,False
39561,M,48,OVE,C,Full-time,Public Sector,195,False
39562,F,50,NOH,C,Full-time,Manufacturing,57,False
39563,F,52,ZUI,M,Full-time,Technology,83,False
39565,M,58,UTR,U,Full-time,Technology,261,False
39566,M,39,ZUI,O,Full-time,Technology,78,False
39568,M,30,ZUI,C,Full-time,Technology,40,False
39569,M,27,NOB,C,Full-time,Finance,106,False
39570,F,54,GEL,O,Full-time,Education,179,False
39571,M,55,DRE,O,Full-time,Finance,82,False
39572,M,68,NOH,U,Retired,Not Applicable,221,True
39573,F,34,FLE,J,Full-time,Retail,157,False
39574,F,32,ZUI,U,Part-time,Retail,93,False
39576,M,50,GEL,C,Full-time,Technology,121,False
39577,F,21,UTR,U,Part-time,Healthcare,39,False
39578,F,32,ZUI,C,Full-time,Finance,104,False
39579,M,25,GEL,C,Full-time,Healthcare,71,False
39580,F,49,NOB,C,Full-time,Technology,211,False
39581,M,34,GEL,C,Part-time,Healthcare,149,False
39582,F,34,UTR,C,Full-time,Public Sector,192,False
39583,F,32,ZUI,U,Full-time,Healthcare,158,False
39584,M,39,NOB,J,Full-time,Technology,206,False
39585,F,45,ZUI,C,Full-time,Finance,89,False
39586,F,63,GEL,C,Part-time,Education,230,False
39588,F,33,ZUI,O,Full-time,Manufacturing,144,False
39589,M,30,ZUI,U,Full-time,Manufacturing,81,False
39590,F,46,ZUI,C,Part-time,Healthcare,81,False
39591,F,25,OVE,C,Full-time,Education,38,False
39592,M,50,ZEE,U,Full-time,Manufacturing,170,False
39593,F,66,NOH,U,Retired,Not Applicable,157,True
39594,M,23,NOH,J,Full-time,Technology,60,False
39595,M,59,GEL,U,Self-employed,Manufacturing,78,False
39596,M,55,GEL,C,Part-time,Manufacturing,115,False
39598,M,55,NOB,C,Full-time,Healthcare,239,False
39600,M,51,OVE,C,Full-time,Manufacturing,263,False
39602,F,55,NOH,M,Full-time,Finance,262,False
39603,M,51,OVE,J,Part-time,Healthcare,77,False
39604,F,54,GRO,U,Full-time,Technology,232,False
39605,M,64,LIM,M,Part-time,Retail,268,False
39606,F,37,FLE,M,Full-time,Manufacturing,64,False
39607,F,76,ZUI,U,Retired,Not Applicable,246,True
39608,F,54,NOB,O,Unemployed,Not Applicable,202,True
39609,M,31,UTR,J,Full-time,Finance,152,False
39610,F,25,NOH,U,Full-time,Finance,84,False
39611,F,56,OVE,C,Part-time,Education,126,False
39612,F,60,NOB,M,Part-time,Education,106,False
39613,M,25,ZUI,C,Full-time,Technology,84,False
39614,F,56,ZUI,J,Part-time,Retail,133,False
39615,M,49,GRO,C,Part-time,Manufacturing,123,False
39616,F,32,FRI,C,Self-employed,Finance,145,False
39617,M,61,GEL,U,Part-time,Retail,151,False
39618,F,37,ZUI,C,Part-time,Public Sector,160,False
39619,F,20,NOB,C,Part-time,Public Sector,31,False
39620,M,52,NOB,M,Full-time,Technology,191,False
39621,F,44,ZUI,C,Part-time,Public Sector,195,False
39623,F,38,ZUI,U,Part-time,Finance,135,False
39624,M,47,UTR,U,Part-time,Retail,138,False
39627,F,59,GEL,C,Full-time,Retail,67,False
39628,F,47,NOB,M,Full-time,Retail,77,False
39629,F,22,GEL,M,Part-time,Technology,48,False
39632,M,56,OVE,C,Part-time,Healthcare,96,False
39633,F,61,NOB,U,Full-time,Manufacturing,213,False
39634,F,23,NOH,U,Full-time,Education,60,False
39635,F,45,NOB,U,Full-time,Finance,85,False
39636,M,58,ZUI,M,Full-time,Technology,71,False
39637,F,33,GEL,U,Full-time,Manufacturing,145,False
39638,M,69,NOB,C,Retired,Not Applicable,247,True
39639,M,20,ZUI,C,Student,Education,38,True
39640,F,41,NOH,O,Full-time,Education,58,False
39641,M,42,NOB,O,Part-time,Public Sector,183,False
39642,F,32,LIM,O,Full-time,Finance,32,False
39643,M,20,FRI,M,Student,Education,40,True
39644,F,42,NOB,M,Part-time,Education,249,False
39645,F,53,ZUI,M,Full-time,Healthcare,209,False
39646,M,49,NOB,J,Full-time,Education,242,False
39648,F,47,GEL,O,Unemployed,Not Applicable,198,True
39649,M,37,OVE,C,Self-employed,Finance,228,False
39650,M,25,GRO,C,Full-time,Healthcare,37,False
39651,F,43,NOB,C,Full-time,Manufacturing,199,False
39652,M,54,NOB,C,Full-time,Education,76,False
39654,M,73,NOB,M,Retired,Not Applicable,155,True
39655,F,39,FRI,J,Full-time,Manufacturing,252,False
39656,M,28,LIM,C,Full-time,Retail,120,False
39659,F,19,GEL,U,Part-time,Technology,20,False
39660,F,30,ZUI,O,Part-time,Retail,70,False
39661,F,74,ZUI,U,Retired,Not Applicable,111,True
39662,M,34,NOH,U,Part-time,Public Sector,192,False
39663,F,58,ZUI,M,Unemployed,Not Applicable,143,True
39664,M,40,ZUI,U,Full-time,Public Sector,223,False
39665,M,24,NOH,U,Unemployed,Not Applicable,52,True
39666,M,24,NOB,U,Part-time,Retail,72,False
39667,F,56,ZUI,U,Part-time,Retail,246,False
39668,F,57,ZUI,C,Full-time,Technology,198,False
39670,F,27,NOB,U,Full-time,Education,76,False
39671,M,54,GEL,C,Unemployed,Not Applicable,195,True
39672,F,19,UTR,U,Student,Education,32,True
39673,F,43,OVE,M,Full-time,Retail,71,False
39674,F,54,LIM,U,Full-time,Healthcare,190,False
39675,M,21,NOH,U,Part-time,Education,25,False
39676,F,59,NOB,U,Part-time,Healthcare,236,False
39677,M,40,GEL,C,Part-time,Public Sector,73,False
39678,F,25,NOB,C,Self-employed,Manufacturing,32,False
39679,M,28,NOH,C,Full-time,Healthcare,64,False
39680,F,34,DRE,O,Full-time,Education,153,False
39681,F,71,ZUI,O,Retired,Not Applicable,290,True
39682,F,50,DRE,C,Full-time,Manufacturing,82,False
39683,M,30,NOH,U,Full-time,Manufacturing,144,False
39684,F,52,NOB,C,Full-time,Education,176,False
39685,F,60,NOB,U,Part-time,Retail,235,False
39688,F,52,GEL,M,Full-time,Public Sector,227,False
39689,M,29,GEL,U,Self-employed,Technology,44,False
39690,M,28,ZEE,J,Unemployed,Not Applicable,38,True
39692,M,20,NOB,O,Full-time,Manufacturing,24,False
39693,M,54,FLE,C,Part-time,Retail,45,False
39694,F,37,LIM,C,Full-time,Technology,110,False
39696,F,28,GEL,C,Full-time,Education,30,False
39697,F,53,FRI,U,Full-time,Finance,37,False
39699,M,28,GEL,O,Full-time,Public Sector,120,False
39700,F,21,ZUI,C,Student,Education,36,True
39701,M,53,LIM,U,Part-time,Retail,176,False
39703,M,23,UTR,M,Part-time,Public Sector,60,False
39704,F,32,OVE,U,Full-time,Technology,50,False
39706,M,33,ZUI,U,Part-time,Retail,101,False
39707,M,42,GEL,C,Part-time,Public Sector,41,False
39708,M,22,ZUI,C,Student,Education,48,True
39709,M,29,NOH,C,Part-time,Retail,106,False
39710,M,31,GEL,C,Full-time,Technology,156,False
39711,M,46,GEL,U,Full-time,Manufacturing,228,False
39712,M,39,GRO,C,Full-time,Manufacturing,252,False
39713,F,30,GEL,U,Full-time,Healthcare,133,False
39714,M,78,NOB,O,Retired,Not Applicable,229,True
39715,M,49,OVE,U,Self-employed,Healthcare,174,False
39716,F,23,GEL,U,Unemployed,Not Applicable,60,True
39717,M,60,UTR,O,Full-time,Finance,134,False
39719,F,65,OVE,O,Unemployed,Not Applicable,164,True
39720,F,61,ZUI,J,Full-time,Manufacturing,221,False
39722,F,44,UTR,U,Part-time,Public Sector,176,False
39723,F,49,GEL,C,Part-time,Healthcare,127,False
39724,F,34,ZUI,U,Part-time,Education,144,False
39725,F,43,ZUI,J,Self-employed,Technology,163,False
39726,M,41,GEL,U,Full-time,Technology,107,False
39728,F,55,NOH,U,Full-time,Healthcare,107,False
39729,M,41,ZUI,C,Part-time,Education,96,False
39731,M,21,NOH,U,Part-time,Healthcare,36,False
39732,M,52,UTR,C,Full-time,Technology,246,False
39733,F,25,ZUI,J,Full-time,Manufacturing,84,False
39734,F,50,ZUI,M,Full-time,Retail,34,False
39735,F,25,ZUI,C,Unemployed,Not Applicable,84,True
39736,M,60,LIM,J,Full-time,Healthcare,190,False
39737,F,64,NOB,U,Part-time,Retail,153,False
39738,M,34,NOH,U,Unemployed,Not Applicable,61,True
39739,F,58,GEL,C,Full-time,Finance,171,False
39740,F,74,ZUI,U,Retired,Not Applicable,187,True
39741,F,58,ZUI,U,Unemployed,Not Applicable,194,True
39742,M,39,ZUI,U,Full-time,Manufacturing,191,False
39743,M,34,GEL,O,Full-time,Public Sector,30,False
39744,M,53,NOH,O,Full-time,Finance,250,False
39745,F,52,ZUI,C,Full-time,Finance,72,False
39746,M,44,NOH,U,Full-time,Public Sector,71,False
39747,F,26,FLE,U,Full-time,Retail,68,False
39748,M,47,GEL,U,Full-time,Manufacturing,110,False
39749,M,41,ZUI,U,Part-time,Public Sector,276,False
39750,M,47,GEL,U,Full-time,Finance,238,False
39751,M,40,GRO,C,Full-time,Manufacturing,50,False
39753,M,71,NOH,C,Retired,Not Applicable,252,True
39754,M,56,ZUI,U,Part-time,Retail,189,False
39755,M,37,UTR,M,Full-time,Finance,195,False
39757,M,28,NOB,M,Full-time,Manufacturing,120,False
39759,M,87,UTR,C,Retired,Not Applicable,157,True
39760,M,43,NOH,U,Part-time,Technology,252,False
39761,M,31,FRI,O,Part-time,Retail,156,False
39762,M,24,NOB,C,Part-time,Education,38,False
39763,M,25,NOB,U,Full-time,Finance,84,False
39765,F,28,GRO,C,Full-time,Technology,113,False
39766,F,31,ZUI,C,Full-time,Education,156,False
39767,F,38,UTR,C,Part-time,Retail,73,False
39768,F,60,OVE,C,Unemployed,Not Applicable,171,True
39769,M,53,OVE,C,Part-time,Healthcare,193,False
39770,M,60,GEL,M,Full-time,Technology,205,False
39771,F,36,GEL,C,Part-time,Healthcare,135,False
39772,M,42,ZUI,U,Part-time,Healthcare,108,False
39774,F,60,DRE,U,Full-time,Manufacturing,155,False
39775,M,60,UTR,U,Full-time,Manufacturing,194,False
39776,M,38,NOB,C,Full-time,Public Sector,240,False
39777,M,71,LIM,U,Retired,Not Applicable,236,True
39779,F,27,NOB,C,Part-time,Retail,37,False
39780,F,67,GRO,U,Retired,Not Applicable,312,True
39781,M,32,FLE,M,Part-time,Technology,73,False
39782,F,28,GRO,M,Full-time,Healthcare,88,False
39783,M,27,NOH,U,Full-time,Education,108,False
39784,F,36,GEL,C,Part-time,Healthcare,211,False
39785,F,60,GEL,O,Part-time,Retail,265,False
39786,F,64,UTR,U,Self-employed,Education,266,False
39787,F,53,NOB,O,Part-time,Public Sector,208,False
39788,M,34,FLE,C,Part-time,Education,38,False
39789,M,33,UTR,C,Full-time,Retail,180,False
39790,M,33,ZUI,U,Part-time,Finance,71,False
