cust_id;date;mobile_eft_all_cnt;active_product_category_nbr;mobile_eft_all_amt;cc_transaction_all_amt;cc_transaction_all_cnt;year_month;year
887;2016-01-01;0.0;3;0.0;351.04;28.0;2016-01;2016
887;2016-02-01;0.0;3;0.0;116.69;24.0;2016-02;2016
887;2016-03-01;1.0;3;0.0;19.79;13.0;2016-03;2016
887;2016-04-01;1.0;3;14.14;16.65;3.0;2016-04;2016
887;2016-05-01;1.0;3;26.41;11.0;1.0;2016-05;2016
887;2016-06-01;1.0;3;52.0;16.54;1.0;2016-06;2016
887;2016-07-01;1.0;3;0.0;32.31;18.0;2016-07;2016
887;2016-08-01;1.0;3;91.0;14.32;1.0;2016-08;2016
887;2016-09-01;4.0;3;21.0;20.51;13.0;2016-09;2016
887;2016-10-01;5.0;3;103.09;15.64;4.0;2016-10;2016
887;2016-11-01;1.0;3;19.0;15.58;3.0;2016-11;2016
887;2016-12-01;3.0;3;39.0;19.28;1.0;2016-12;2016
887;2017-01-01;3.0;3;10.0;16.27;3.0;2017-01;2017
887;2017-02-01;1.0;3;82.0;51.0;3.0;2017-02;2017
887;2017-03-01;3.0;3;13.66;72.0;3.0;2017-03;2017
887;2017-04-01;1.0;3;39.44;68.0;2.0;2017-04;2017
887;2017-05-01;1.0;3;53.45;0.0;2.0;2017-05;2017
887;2017-06-01;1.0;3;23.74;0.0;1.0;2017-06;2017
887;2017-07-01;1.0;3;11.0;35.0;1.0;2017-07;2017
887;2017-08-01;4.0;3;18.72;88.0;1.0;2017-08;2017
887;2017-09-01;2.0;3;18.23;13.16;2.0;2017-09;2017
887;2017-10-01;1.0;3;51.94;33.53;3.0;2017-10;2017
887;2017-11-01;1.0;3;0.0;44.09;2.0;2017-11;2017
887;2017-12-01;1.0;3;119.2;33.74;1.0;2017-12;2017
887;2018-01-01;1.0;3;135.66;101.38;4.0;2018-01;2018
887;2018-02-01;1.0;3;238.3;114.92;4.0;2018-02;2018
887;2018-03-01;1.0;3;148.56;170.62;5.0;2018-03;2018
887;2018-04-01;4.0;3;161.21;14.0;2.0;2018-04;2018
887;2018-05-01;1.0;3;107.6;61.1;3.0;2018-05;2018
887;2018-06-01;3.0;3;116.1;25.15;1.0;2018-06;2018
887;2018-07-01;1.0;3;67.79;67.0;1.0;2018-07;2018
887;2018-08-01;3.0;3;32.56;0.0;0.0;2018-08;2018
887;2018-09-01;4.0;3;23.82;0.0;0.0;2018-09;2018
887;2018-10-01;4.0;3;29.68;0.0;0.0;2018-10;2018
889;2016-01-01;1.0;3;209.38;221.35;9.0;2016-01;2016
889;2016-02-01;1.0;3;295.99;335.96;13.0;2016-02;2016
889;2016-03-01;1.0;3;448.06;439.07;13.0;2016-03;2016
889;2016-04-01;5.0;3;618.25;523.01;17.0;2016-04;2016
889;2016-05-01;1.0;3;641.72;624.88;20.0;2016-05;2016
889;2016-06-01;1.0;3;595.19;445.11;18.0;2016-06;2016
889;2016-07-01;1.0;3;963.79;627.06;22.0;2016-07;2016
889;2016-08-01;1.0;3;1095.62;615.94;26.0;2016-08;2016
889;2016-09-01;1.0;3;1812.68;849.49;32.0;2016-09;2016
889;2016-10-01;1.0;3;1607.82;350.62;18.0;2016-10;2016
889;2016-11-01;1.0;3;1505.5;844.06;28.0;2016-11;2016
889;2016-12-01;1.0;3;2259.83;790.45;23.0;2016-12;2016
889;2017-01-01;1.0;3;1530.58;401.76;21.0;2017-01;2017
889;2017-02-01;1.0;3;1553.29;702.23;28.0;2017-02;2017
889;2017-03-01;1.0;3;1023.26;771.9;34.0;2017-03;2017
889;2017-04-01;1.0;3;785.08;756.3;45.0;2017-04;2017
889;2017-05-01;1.0;3;544.64;1368.62;43.0;2017-05;2017
889;2017-06-01;1.0;3;185.99;1082.96;43.0;2017-06;2017
889;2017-07-01;4.0;3;98.01;1198.19;38.0;2017-07;2017
889;2017-08-01;4.0;3;85.95;582.18;34.0;2017-08;2017
889;2017-09-01;1.0;3;53.32;361.07;26.0;2017-09;2017
890;2016-01-01;1.0;3;41.56;0.0;0.0;2016-01;2016
890;2016-02-01;2.0;3;182.63;0.0;0.0;2016-02;2016
890;2016-03-01;3.0;3;393.78;0.0;0.0;2016-03;2016
890;2016-04-01;4.0;4;794.15;0.0;0.0;2016-04;2016
890;2016-05-01;6.0;4;1218.17;66.24;30.0;2016-05;2016
890;2016-06-01;4.0;3;501.5;16.91;1.0;2016-06;2016
890;2016-07-01;6.0;3;659.36;16.84;4.0;2016-07;2016
890;2016-08-01;5.0;3;1032.44;19.62;2.0;2016-08;2016
890;2016-09-01;7.0;3;866.72;13.26;3.0;2016-09;2016
890;2016-10-01;3.0;3;329.18;51.13;28.0;2016-10;2016
890;2016-11-01;6.0;3;537.93;0.0;1.0;2016-11;2016
890;2016-12-01;5.0;3;612.02;68.74;34.0;2016-12;2016
890;2017-01-01;4.0;3;267.72;11.0;2.0;2017-01;2017
890;2017-02-01;5.0;4;493.19;19.0;1.0;2017-02;2017
890;2017-03-01;6.0;4;655.65;13.82;3.0;2017-03;2017
890;2017-04-01;7.0;4;537.55;13.72;2.0;2017-04;2017
890;2017-05-01;8.0;4;1166.22;16.99;2.0;2017-05;2017
890;2017-06-01;5.0;4;448.55;14.14;2.0;2017-06;2017
890;2017-07-01;5.0;4;285.54;0.0;2.0;2017-07;2017
890;2017-08-01;4.0;4;123.12;15.0;3.0;2017-08;2017
890;2017-09-01;3.0;3;112.26;19.85;4.0;2017-09;2017
890;2017-10-01;4.0;3;141.7;17.92;2.0;2017-10;2017
890;2017-11-01;3.0;3;52.69;16.27;3.0;2017-11;2017
890;2017-12-01;3.0;3;28.0;66.0;1.0;2017-12;2017
890;2018-01-01;3.0;3;31.21;15.22;3.0;2018-01;2018
890;2018-02-01;3.0;3;10.0;15.43;4.0;2018-02;2018
890;2018-03-01;1.0;3;83.0;17.89;1.0;2018-03;2018
890;2018-04-01;0.0;3;0.0;19.0;2.0;2018-04;2018
890;2018-05-01;1.0;3;46.0;17.92;4.0;2018-05;2018
890;2018-06-01;1.0;3;16.59;16.41;2.0;2018-06;2018
890;2018-07-01;2.0;4;32.98;34.0;4.0;2018-07;2018
890;2018-08-01;3.0;3;99.32;44.0;4.0;2018-08;2018
890;2018-09-01;3.0;3;56.84;18.13;1.0;2018-09;2018
891;2016-01-01;0.0;3;0.0;775.06;12.0;2016-01;2016
891;2016-02-01;0.0;3;0.0;1024.79;11.0;2016-02;2016
891;2016-03-01;0.0;3;0.0;782.52;11.0;2016-03;2016
891;2016-04-01;1.0;3;18.0;575.56;9.0;2016-04;2016
891;2016-05-01;0.0;3;0.0;315.87;6.0;2016-05;2016
891;2016-06-01;0.0;3;0.0;394.18;7.0;2016-06;2016
891;2016-07-01;1.0;3;29.0;584.74;11.0;2016-07;2016
891;2016-08-01;2.0;3;83.0;155.58;7.0;2016-08;2016
891;2016-09-01;1.0;3;42.0;152.09;6.0;2016-09;2016
891;2016-10-01;1.0;3;95.0;80.03;6.0;2016-10;2016
891;2016-11-01;0.0;3;0.0;45.84;5.0;2016-11;2016
891;2016-12-01;1.0;3;53.0;153.33;11.0;2016-12;2016
891;2017-01-01;1.0;3;29.0;283.97;12.0;2017-01;2017
891;2017-02-01;3.0;3;64.0;153.1;8.0;2017-02;2017
891;2017-03-01;4.0;3;19.58;199.71;13.0;2017-03;2017
891;2017-04-01;3.0;3;34.04;254.76;9.0;2017-04;2017
891;2017-05-01;3.0;3;34.13;59.4;9.0;2017-05;2017
891;2017-06-01;2.0;3;26.0;88.43;11.0;2017-06;2017
891;2017-07-01;1.0;3;9.0;81.3;10.0;2017-07;2017
891;2017-08-01;3.0;3;15.99;53.33;9.0;2017-08;2017
891;2017-09-01;1.0;3;43.69;234.48;14.0;2017-09;2017
891;2017-10-01;2.0;3;79.71;183.88;12.0;2017-10;2017
891;2017-11-01;2.0;3;52.99;198.27;13.0;2017-11;2017
891;2017-12-01;1.0;3;91.47;241.26;17.0;2017-12;2017
891;2018-01-01;2.0;3;59.58;386.67;24.0;2018-01;2018
891;2018-02-01;2.0;3;154.31;895.92;27.0;2018-02;2018
891;2018-03-01;5.0;3;90.45;531.86;25.0;2018-03;2018
891;2018-04-01;2.0;3;125.95;957.94;34.0;2018-04;2018
891;2018-05-01;2.0;3;26.52;592.88;28.0;2018-05;2018
891;2018-06-01;1.0;3;55.6;238.3;21.0;2018-06;2018
891;2018-07-01;3.0;3;74.21;303.53;24.0;2018-07;2018
891;2018-08-01;4.0;3;33.06;331.58;29.0;2018-08;2018
891;2018-09-01;3.0;3;100.3;500.26;34.0;2018-09;2018
891;2018-10-01;1.0;3;222.35;291.39;33.0;2018-10;2018
891;2018-11-01;1.0;3;532.03;777.54;43.0;2018-11;2018
891;2018-12-01;1.0;3;418.93;321.76;32.0;2018-12;2018
892;2016-01-01;18.0;2;1982.16;33.87;14.0;2016-01;2016
892;2016-02-01;17.0;2;2592.22;15.42;3.0;2016-02;2016
892;2016-03-01;14.0;2;1966.68;18.61;3.0;2016-03;2016
892;2016-04-01;15.0;2;1862.01;16.77;4.0;2016-04;2016
892;2016-05-01;15.0;2;1863.24;18.0;1.0;2016-05;2016
892;2016-06-01;11.0;2;1513.18;15.41;2.0;2016-06;2016
892;2016-07-01;13.0;2;1914.72;33.99;12.0;2016-07;2016
892;2016-08-01;13.0;2;1690.95;16.15;1.0;2016-08;2016
892;2016-09-01;16.0;2;1677.06;30.59;10.0;2016-09;2016
892;2016-10-01;22.0;2;2605.31;29.27;12.0;2016-10;2016
892;2016-11-01;33.0;2;3024.56;18.0;2.0;2016-11;2016
892;2016-12-01;24.0;2;2952.11;18.21;2.0;2016-12;2016
892;2017-01-01;24.0;2;2462.39;45.0;3.0;2017-01;2017
892;2017-02-01;25.0;2;1826.05;14.0;2.0;2017-02;2017
892;2017-03-01;19.0;2;1153.4;18.42;1.0;2017-03;2017
892;2017-04-01;11.0;2;429.21;13.24;4.0;2017-04;2017
892;2017-05-01;10.0;2;450.9;17.43;2.0;2017-05;2017
892;2017-06-01;11.0;2;683.68;13.79;1.0;2017-06;2017
892;2017-07-01;13.0;2;742.86;17.85;4.0;2017-07;2017
892;2017-08-01;8.0;2;399.84;16.0;2.0;2017-08;2017
892;2017-09-01;7.0;2;572.69;41.0;1.0;2017-09;2017
892;2017-10-01;6.0;2;673.27;0.0;4.0;2017-10;2017
892;2017-11-01;5.0;2;743.99;51.63;11.0;2017-11;2017
892;2017-12-01;6.0;2;700.39;24.59;10.0;2017-12;2017
892;2018-01-01;8.0;2;995.95;17.0;2.0;2018-01;2018
892;2018-02-01;8.0;3;674.24;24.65;10.0;2018-02;2018
892;2018-03-01;9.0;2;996.84;49.95;12.0;2018-03;2018
892;2018-04-01;6.0;2;822.56;20.48;10.0;2018-04;2018
892;2018-05-01;6.0;2;857.13;23.62;12.0;2018-05;2018
892;2018-06-01;7.0;2;933.72;73.82;14.0;2018-06;2018
892;2018-07-01;5.0;3;984.62;113.08;13.0;2018-07;2018
892;2018-08-01;2.0;2;541.1;106.68;14.0;2018-08;2018
895;2016-01-01;4.0;3;22.46;20.14;9.0;2016-01;2016
895;2016-02-01;5.0;3;43.78;35.01;11.0;2016-02;2016
895;2016-03-01;1.0;3;40.87;109.32;13.0;2016-03;2016
895;2016-04-01;1.0;3;18.29;80.99;13.0;2016-04;2016
895;2016-05-01;3.0;3;17.64;270.77;20.0;2016-05;2016
895;2016-06-01;3.0;3;0.0;686.5;30.0;2016-06;2016
895;2016-07-01;1.0;3;30.59;223.22;19.0;2016-07;2016
895;2016-08-01;1.0;3;79.15;105.16;17.0;2016-08;2016
895;2016-09-01;1.0;3;17.28;103.3;14.0;2016-09;2016
895;2016-10-01;4.0;3;40.26;339.93;18.0;2016-10;2016
895;2016-11-01;2.0;3;45.6;975.31;29.0;2016-11;2016
895;2016-12-01;1.0;3;25.72;1452.38;35.0;2016-12;2016
895;2017-01-01;1.0;3;74.0;881.03;26.0;2017-01;2017
895;2017-02-01;1.0;3;87.0;819.78;20.0;2017-02;2017
895;2017-03-01;1.0;3;34.08;524.7;20.0;2017-03;2017
895;2017-04-01;4.0;3;83.19;533.59;14.0;2017-04;2017
895;2017-05-01;2.0;3;110.97;579.31;16.0;2017-05;2017
895;2017-06-01;3.0;3;102.79;484.6;18.0;2017-06;2017
895;2017-07-01;1.0;3;306.34;198.09;10.0;2017-07;2017
895;2017-08-01;4.0;3;469.62;148.51;9.0;2017-08;2017
895;2017-09-01;3.0;3;361.66;162.59;12.0;2017-09;2017
896;2016-01-01;6.0;3;285.0;1008.47;47.0;2016-01;2016
896;2016-02-01;5.0;3;315.92;644.65;35.0;2016-02;2016
896;2016-03-01;2.0;3;64.58;685.97;37.0;2016-03;2016
896;2016-04-01;2.0;3;92.38;765.66;49.0;2016-04;2016
896;2016-05-01;1.0;3;53.82;437.43;34.0;2016-05;2016
896;2016-06-01;1.0;3;21.54;334.74;28.0;2016-06;2016
896;2016-07-01;1.0;3;23.95;246.8;26.0;2016-07;2016
896;2016-08-01;1.0;3;85.0;147.39;24.0;2016-08;2016
896;2016-09-01;0.0;3;0.0;583.64;38.0;2016-09;2016
896;2016-10-01;0.0;3;0.0;327.61;40.0;2016-10;2016
896;2016-11-01;0.0;3;0.0;257.22;43.0;2016-11;2016
896;2016-12-01;0.0;3;0.0;197.43;47.0;2016-12;2016
896;2017-01-01;0.0;3;0.0;160.95;46.0;2017-01;2017
896;2017-02-01;0.0;3;0.0;142.8;43.0;2017-02;2017
896;2017-03-01;0.0;3;0.0;180.98;45.0;2017-03;2017
896;2017-04-01;0.0;3;0.0;136.17;40.0;2017-04;2017
896;2017-05-01;0.0;3;0.0;255.72;38.0;2017-05;2017
896;2017-06-01;0.0;3;0.0;193.81;32.0;2017-06;2017
896;2017-07-01;0.0;3;0.0;211.52;35.0;2017-07;2017
896;2017-08-01;0.0;3;0.0;231.14;42.0;2017-08;2017
896;2017-09-01;0.0;3;0.0;373.18;52.0;2017-09;2017
896;2017-10-01;0.0;3;0.0;210.55;35.0;2017-10;2017
896;2017-11-01;0.0;3;0.0;270.41;38.0;2017-11;2017
896;2017-12-01;0.0;3;0.0;626.6;42.0;2017-12;2017
896;2018-01-01;0.0;3;0.0;629.92;47.0;2018-01;2018
896;2018-02-01;0.0;3;0.0;402.1;28.0;2018-02;2018
896;2018-03-01;0.0;3;0.0;694.38;28.0;2018-03;2018
896;2018-04-01;0.0;3;0.0;1406.99;34.0;2018-04;2018
896;2018-05-01;0.0;3;0.0;1742.17;35.0;2018-05;2018
896;2018-06-01;0.0;3;0.0;815.2;22.0;2018-06;2018
896;2018-07-01;0.0;3;0.0;539.05;24.0;2018-07;2018
897;2016-01-01;2.0;2;1146.87;18.59;3.0;2016-01;2016
897;2016-02-01;1.0;2;808.7;0.0;2.0;2016-02;2016
897;2016-03-01;5.0;2;493.45;0.0;4.0;2016-03;2016
897;2016-04-01;1.0;2;830.46;19.31;4.0;2016-04;2016
897;2016-05-01;1.0;2;1172.66;17.0;3.0;2016-05;2016
897;2016-06-01;2.0;2;867.84;18.0;1.0;2016-06;2016
897;2016-07-01;1.0;2;384.35;19.35;4.0;2016-07;2016
897;2016-08-01;1.0;2;251.15;116.99;14.0;2016-08;2016
897;2016-09-01;1.0;2;202.49;124.01;13.0;2016-09;2016
897;2016-10-01;1.0;2;247.9;45.46;10.0;2016-10;2016
897;2016-11-01;1.0;2;136.62;38.0;1.0;2016-11;2016
897;2016-12-01;2.0;2;101.83;54.0;4.0;2016-12;2016
897;2017-01-01;4.0;2;46.11;54.0;1.0;2017-01;2017
897;2017-02-01;1.0;2;40.1;18.0;4.0;2017-02;2017
897;2017-03-01;3.0;2;25.0;0.0;0.0;2017-03;2017
897;2017-04-01;3.0;2;85.06;23.0;1.0;2017-04;2017
897;2017-05-01;1.0;2;49.46;45.0;2.0;2017-05;2017
897;2017-06-01;5.0;2;18.18;17.74;4.0;2017-06;2017
897;2017-07-01;1.0;2;23.32;13.49;2.0;2017-07;2017
897;2017-08-01;2.0;2;46.5;13.65;3.0;2017-08;2017
897;2017-09-01;2.0;2;19.24;15.94;3.0;2017-09;2017
897;2017-10-01;1.0;2;92.0;17.67;1.0;2017-10;2017
897;2017-11-01;3.0;2;36.5;23.0;1.0;2017-11;2017
897;2017-12-01;4.0;2;130.32;14.75;1.0;2017-12;2017
897;2018-01-01;3.0;2;89.44;14.16;4.0;2018-01;2018
897;2018-02-01;1.0;2;100.55;13.67;3.0;2018-02;2018
897;2018-03-01;1.0;2;53.92;52.0;4.0;2018-03;2018
897;2018-04-01;5.0;2;35.47;67.24;6.0;2018-04;2018
897;2018-05-01;3.0;2;20.52;139.46;7.0;2018-05;2018
897;2018-06-01;2.0;2;20.42;120.49;6.0;2018-06;2018
897;2018-07-01;1.0;2;94.0;74.0;3.0;2018-07;2018
897;2018-08-01;1.0;2;0.0;23.91;5.0;2018-08;2018
897;2018-09-01;5.0;2;14.32;37.0;4.0;2018-09;2018
897;2018-10-01;3.0;2;32.48;14.0;7.0;2018-10;2018
897;2018-11-01;1.0;2;155.37;20.66;10.0;2018-11;2018
897;2018-12-01;1.0;3;247.96;49.75;12.0;2018-12;2018
897;2019-01-01;1.0;2;162.0;87.9;14.0;2019-01;2019
897;2019-02-01;1.0;3;167.16;124.66;16.0;2019-02;2019
897;2019-03-01;1.0;2;133.35;83.78;13.0;2019-03;2019
897;2019-04-01;2.0;2;197.99;302.65;20.0;2019-04;2019
897;2019-05-01;2.0;2;150.9;395.46;22.0;2019-05;2019
898;2016-01-01;1.0;2;61.75;0.0;0.0;2016-01;2016
898;2016-02-01;3.0;2;24.0;0.0;0.0;2016-02;2016
898;2016-03-01;1.0;2;38.0;13.21;4.0;2016-03;2016
898;2016-04-01;5.0;3;16.66;0.0;3.0;2016-04;2016
898;2016-05-01;3.0;3;15.0;14.41;1.0;2016-05;2016
898;2016-06-01;1.0;2;0.0;16.45;4.0;2016-06;2016
898;2016-07-01;0.0;3;0.0;14.29;4.0;2016-07;2016
898;2016-08-01;0.0;3;0.0;34.83;12.0;2016-08;2016
898;2016-09-01;1.0;3;72.0;69.72;14.0;2016-09;2016
898;2016-10-01;1.0;2;33.0;53.86;14.0;2016-10;2016
898;2016-11-01;0.0;3;0.0;45.28;16.0;2016-11;2016
898;2016-12-01;0.0;3;0.0;42.28;14.0;2016-12;2016
898;2017-01-01;0.0;3;0.0;80.16;18.0;2017-01;2017
898;2017-02-01;0.0;3;0.0;82.35;18.0;2017-02;2017
898;2017-03-01;0.0;3;0.0;122.9;17.0;2017-03;2017
898;2017-04-01;0.0;3;0.0;112.12;15.0;2017-04;2017
898;2017-05-01;0.0;3;0.0;43.12;8.0;2017-05;2017
898;2017-06-01;0.0;3;0.0;26.41;8.0;2017-06;2017
898;2017-07-01;0.0;3;0.0;92.0;1.0;2017-07;2017
898;2017-08-01;0.0;3;0.0;15.68;4.0;2017-08;2017
898;2017-09-01;0.0;3;0.0;16.94;1.0;2017-09;2017
898;2017-10-01;1.0;3;31.0;0.0;0.0;2017-10;2017
898;2017-11-01;1.0;3;0.0;0.0;0.0;2017-11;2017
898;2017-12-01;1.0;3;25.0;0.0;0.0;2017-12;2017
898;2018-01-01;2.0;3;14.0;14.0;4.0;2018-01;2018
898;2018-02-01;1.0;3;39.42;93.0;4.0;2018-02;2018
898;2018-03-01;1.0;3;43.92;0.0;1.0;2018-03;2018
898;2018-04-01;2.0;3;18.36;49.0;4.0;2018-04;2018
898;2018-05-01;1.0;3;37.0;0.0;2.0;2018-05;2018
898;2018-06-01;1.0;3;105.38;19.29;2.0;2018-06;2018
898;2018-07-01;1.0;3;92.67;18.48;2.0;2018-07;2018
898;2018-08-01;1.0;3;76.49;38.0;3.0;2018-08;2018
898;2018-09-01;1.0;3;131.39;26.0;2.0;2018-09;2018
898;2018-10-01;1.0;3;97.37;13.15;2.0;2018-10;2018
898;2018-11-01;1.0;3;81.33;17.71;2.0;2018-11;2018
898;2018-12-01;1.0;3;115.31;19.0;2.0;2018-12;2018
899;2016-01-01;0.0;2;0.0;13.0;4.0;2016-01;2016
899;2016-02-01;0.0;2;0.0;16.53;1.0;2016-02;2016
899;2016-03-01;0.0;2;0.0;17.83;4.0;2016-03;2016
899;2016-04-01;0.0;2;0.0;29.0;1.0;2016-04;2016
899;2016-05-01;0.0;2;0.0;18.79;3.0;2016-05;2016
899;2016-06-01;0.0;2;0.0;53.0;2.0;2016-06;2016
899;2016-07-01;0.0;2;0.0;0.0;0.0;2016-07;2016
899;2016-08-01;0.0;2;0.0;14.0;2.0;2016-08;2016
899;2016-09-01;0.0;2;0.0;13.24;2.0;2016-09;2016
899;2016-10-01;0.0;2;0.0;16.69;2.0;2016-10;2016
899;2016-11-01;0.0;2;0.0;11.0;1.0;2016-11;2016
899;2016-12-01;0.0;2;0.0;64.0;4.0;2016-12;2016
899;2017-01-01;0.0;2;0.0;13.65;4.0;2017-01;2017
899;2017-02-01;0.0;2;0.0;0.0;0.0;2017-02;2017
899;2017-03-01;0.0;2;0.0;0.0;0.0;2017-03;2017
899;2017-04-01;0.0;2;0.0;74.0;3.0;2017-04;2017
899;2017-05-01;0.0;2;0.0;14.95;3.0;2017-05;2017
899;2017-06-01;0.0;2;0.0;15.34;2.0;2017-06;2017
899;2017-07-01;0.0;2;0.0;0.0;0.0;2017-07;2017
899;2017-08-01;0.0;2;0.0;0.0;0.0;2017-08;2017
899;2017-09-01;0.0;2;0.0;32.0;4.0;2017-09;2017
899;2017-10-01;0.0;2;0.0;18.0;4.0;2017-10;2017
899;2017-11-01;0.0;2;0.0;0.0;0.0;2017-11;2017
899;2017-12-01;0.0;2;0.0;0.0;0.0;2017-12;2017
899;2018-01-01;0.0;2;0.0;0.0;0.0;2018-01;2018
899;2018-02-01;0.0;2;0.0;94.0;3.0;2018-02;2018
899;2018-03-01;0.0;2;0.0;0.0;0.0;2018-03;2018
899;2018-04-01;0.0;2;0.0;0.0;0.0;2018-04;2018
899;2018-05-01;0.0;2;0.0;0.0;0.0;2018-05;2018
899;2018-06-01;0.0;2;0.0;10.0;2.0;2018-06;2018
899;2018-07-01;0.0;2;0.0;14.89;3.0;2018-07;2018
899;2018-08-01;0.0;2;0.0;34.0;1.0;2018-08;2018
899;2018-09-01;0.0;2;0.0;18.34;4.0;2018-09;2018
899;2018-10-01;0.0;2;0.0;12.0;1.0;2018-10;2018
899;2018-11-01;0.0;2;0.0;15.43;3.0;2018-11;2018
899;2018-12-01;0.0;2;0.0;12.0;2.0;2018-12;2018
899;2019-01-01;0.0;2;0.0;17.0;4.0;2019-01;2019
900;2016-01-01;2.0;3;74.67;0.0;0.0;2016-01;2016
900;2016-02-01;1.0;3;115.15;0.0;0.0;2016-02;2016
900;2016-03-01;2.0;3;391.64;0.0;0.0;2016-03;2016
900;2016-04-01;2.0;3;305.42;0.0;0.0;2016-04;2016
900;2016-05-01;1.0;3;137.4;0.0;0.0;2016-05;2016
900;2016-06-01;1.0;3;100.03;0.0;0.0;2016-06;2016
900;2016-07-01;1.0;3;40.01;0.0;0.0;2016-07;2016
900;2016-08-01;1.0;3;57.62;0.0;0.0;2016-08;2016
900;2016-09-01;1.0;3;195.22;0.0;0.0;2016-09;2016
900;2016-10-01;1.0;3;124.13;0.0;0.0;2016-10;2016
900;2016-11-01;2.0;3;167.83;0.0;0.0;2016-11;2016
900;2016-12-01;1.0;3;136.78;0.0;0.0;2016-12;2016
900;2017-01-01;1.0;3;84.16;0.0;0.0;2017-01;2017
900;2017-02-01;1.0;3;184.55;0.0;0.0;2017-02;2017
900;2017-03-01;1.0;3;208.21;0.0;0.0;2017-03;2017
900;2017-04-01;3.0;3;94.69;0.0;0.0;2017-04;2017
900;2017-05-01;1.0;3;0.0;0.0;0.0;2017-05;2017
900;2017-06-01;3.0;3;13.0;0.0;0.0;2017-06;2017
900;2017-07-01;1.0;3;63.0;0.0;0.0;2017-07;2017
900;2017-08-01;1.0;3;54.0;0.0;0.0;2017-08;2017
900;2017-09-01;1.0;3;16.0;0.0;0.0;2017-09;2017
900;2017-10-01;1.0;3;0.0;0.0;0.0;2017-10;2017
902;2016-01-01;4.0;3;1059.79;39.55;11.0;2016-01;2016
902;2016-02-01;3.0;3;765.78;16.0;9.0;2016-02;2016
902;2016-03-01;2.0;3;547.31;0.0;4.0;2016-03;2016
902;2016-04-01;3.0;4;812.94;19.0;2.0;2016-04;2016
902;2016-05-01;3.0;4;814.11;67.0;5.0;2016-05;2016
902;2016-06-01;3.0;3;773.14;11.0;1.0;2016-06;2016
902;2016-07-01;2.0;4;498.93;0.0;4.0;2016-07;2016
902;2016-08-01;2.0;4;418.64;6.0;3.0;2016-08;2016
902;2016-09-01;3.0;4;365.05;15.0;2.0;2016-09;2016
902;2016-10-01;2.0;3;373.66;0.0;3.0;2016-10;2016
902;2016-11-01;2.0;4;264.11;0.0;3.0;2016-11;2016
902;2016-12-01;1.0;3;260.79;90.73;7.0;2016-12;2016
902;2017-01-01;1.0;3;231.23;177.5;8.0;2017-01;2017
902;2017-02-01;2.0;3;484.26;66.8;9.0;2017-02;2017
902;2017-03-01;3.0;3;522.45;56.0;2.0;2017-03;2017
902;2017-04-01;3.0;3;677.53;19.54;2.0;2017-04;2017
902;2017-05-01;4.0;3;1356.33;18.53;2.0;2017-05;2017
902;2017-06-01;4.0;3;1335.78;14.0;3.0;2017-06;2017
902;2017-07-01;3.0;3;939.56;16.91;2.0;2017-07;2017
902;2017-08-01;3.0;3;817.42;16.0;3.0;2017-08;2017
902;2017-09-01;2.0;3;376.89;77.0;1.0;2017-09;2017
902;2017-10-01;2.0;4;591.52;15.23;2.0;2017-10;2017
902;2017-11-01;2.0;3;973.02;18.75;2.0;2017-11;2017
902;2017-12-01;4.0;3;1473.97;14.25;1.0;2017-12;2017
902;2018-01-01;4.0;3;1297.49;14.86;2.0;2018-01;2018
902;2018-02-01;3.0;3;791.56;0.0;0.0;2018-02;2018
902;2018-03-01;1.0;3;569.29;0.0;0.0;2018-03;2018
902;2018-04-01;1.0;3;467.24;0.0;0.0;2018-04;2018
902;2018-05-01;1.0;3;793.16;19.77;1.0;2018-05;2018
902;2018-06-01;2.0;3;509.51;17.0;1.0;2018-06;2018
902;2018-07-01;1.0;3;267.6;19.45;1.0;2018-07;2018
902;2018-08-01;1.0;3;267.91;13.0;4.0;2018-08;2018
902;2018-09-01;1.0;3;482.92;16.76;1.0;2018-09;2018
902;2018-10-01;1.0;3;523.18;18.0;3.0;2018-10;2018
902;2018-11-01;2.0;3;358.96;13.67;4.0;2018-11;2018
902;2018-12-01;1.0;3;251.27;15.57;4.0;2018-12;2018
902;2019-01-01;2.0;3;206.32;25.0;1.0;2019-01;2019
902;2019-02-01;2.0;3;281.81;0.0;1.0;2019-02;2019
902;2019-03-01;2.0;3;364.24;17.93;4.0;2019-03;2019
902;2019-04-01;3.0;3;492.1;13.65;1.0;2019-04;2019
902;2019-05-01;2.0;3;543.48;16.63;2.0;2019-05;2019
902;2019-06-01;2.0;3;389.62;71.0;4.0;2019-06;2019
903;2016-01-01;4.0;3;58.42;14.0;3.0;2016-01;2016
903;2016-02-01;5.0;3;173.38;67.0;2.0;2016-02;2016
903;2016-03-01;3.0;3;200.93;19.81;1.0;2016-03;2016
903;2016-04-01;3.0;4;121.02;18.99;2.0;2016-04;2016
903;2016-05-01;2.0;4;122.19;18.86;1.0;2016-05;2016
903;2016-06-01;1.0;3;23.19;18.0;3.0;2016-06;2016
903;2016-07-01;1.0;4;18.84;15.81;3.0;2016-07;2016
903;2016-08-01;1.0;4;31.0;18.87;1.0;2016-08;2016
903;2016-09-01;1.0;4;15.0;14.71;3.0;2016-09;2016
903;2016-10-01;2.0;3;31.62;17.0;4.0;2016-10;2016
